image_id,image_path,split,source,dataset,label_path,total_boxes,puffin_boxes,non_puffin_boxes,puffin_bin,distance,scene,difficulty,contains_puffin,density,occlusion,has_detection_overlay,text_prompt,notes
train_DJI_20220726115638_0372_Z_JPG.rf.bad6b3fc190a0a5ddd1c9575e4af0dda,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115638_0372_Z_JPG.rf.bad6b3fc190a0a5ddd1c9575e4af0dda.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115638_0372_Z_JPG.rf.bad6b3fc190a0a5ddd1c9575e4af0dda.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
valid_Mjk5NDUxX3ouanBn_jpeg.rf.811e6128c8e19496d613924951689f10,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Mjk5NDUxX3ouanBn_jpeg.rf.811e6128c8e19496d613924951689f10.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Mjk5NDUxX3ouanBn_jpeg.rf.811e6128c8e19496d613924951689f10.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_SeepHlL_jpeg.rf.3fcbd6e08e9eef7062cda7be4437bf45,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\SeepHlL_jpeg.rf.3fcbd6e08e9eef7062cda7be4437bf45.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\SeepHlL_jpeg.rf.3fcbd6e08e9eef7062cda7be4437bf45.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_0000017d-8113-d8c6-affd-add716260002_16x9_jpeg.rf.e4703a494d88abbd689ff5e3eef5f259,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\0000017d-8113-d8c6-affd-add716260002_16x9_jpeg.rf.e4703a494d88abbd689ff5e3eef5f259.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\0000017d-8113-d8c6-affd-add716260002_16x9_jpeg.rf.e4703a494d88abbd689ff5e3eef5f259.txt,8,8,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_DJI_20220726115346_0286_Z_JPG.rf.1b6a8d4e836589a811278e7fb7b3aa8b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115346_0286_Z_JPG.rf.1b6a8d4e836589a811278e7fb7b3aa8b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115346_0286_Z_JPG.rf.1b6a8d4e836589a811278e7fb7b3aa8b.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
test_AtlanticPuffin9_jpeg.rf.13d8110b19369b1a798e720251ec580d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\AtlanticPuffin9_jpeg.rf.13d8110b19369b1a798e720251ec580d.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\AtlanticPuffin9_jpeg.rf.13d8110b19369b1a798e720251ec580d.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_Atlantic-Puffin-Cornwall-UK-1-1024x538_jpeg.rf.afbd4a2decac2335b5a0f890bd8084c5,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Atlantic-Puffin-Cornwall-UK-1-1024x538_jpeg.rf.afbd4a2decac2335b5a0f890bd8084c5.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Atlantic-Puffin-Cornwall-UK-1-1024x538_jpeg.rf.afbd4a2decac2335b5a0f890bd8084c5.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_macareux-debout_jpeg.rf.5994f5f4de5b509bc3e0042c6e8ae1f6,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-debout_jpeg.rf.5994f5f4de5b509bc3e0042c6e8ae1f6.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-debout_jpeg.rf.5994f5f4de5b509bc3e0042c6e8ae1f6.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_636052234333420908-DSC-0240_jpeg.rf.42608a5462728b88c36ed60905bf7b18,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\636052234333420908-DSC-0240_jpeg.rf.42608a5462728b88c36ed60905bf7b18.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\636052234333420908-DSC-0240_jpeg.rf.42608a5462728b88c36ed60905bf7b18.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_voFFQtd_jpeg.rf.a2e8c8522d40eacc0083b2f6aeb6d9a0,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\voFFQtd_jpeg.rf.a2e8c8522d40eacc0083b2f6aeb6d9a0.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\voFFQtd_jpeg.rf.a2e8c8522d40eacc0083b2f6aeb6d9a0.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_DJI_20220726115254_0260_Z_JPG.rf.0e78b82eaa436b8eea9bf96e19657d06,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115254_0260_Z_JPG.rf.0e78b82eaa436b8eea9bf96e19657d06.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115254_0260_Z_JPG.rf.0e78b82eaa436b8eea9bf96e19657d06.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Screenshot-2023-04-10-at-8-35-00-PM_png.rf.24716f189bdac111f7faedfae8d40f81,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-00-PM_png.rf.24716f189bdac111f7faedfae8d40f81.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-00-PM_png.rf.24716f189bdac111f7faedfae8d40f81.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
valid_kittiwake73_png.rf.f795b5ee733ce57c12ffc37bdd484eac,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\kittiwake73_png.rf.f795b5ee733ce57c12ffc37bdd484eac.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\kittiwake73_png.rf.f795b5ee733ce57c12ffc37bdd484eac.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115310_0268_Z_JPG.rf.cda5a23e63c38e1e905b45b21d036846,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115310_0268_Z_JPG.rf.cda5a23e63c38e1e905b45b21d036846.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115310_0268_Z_JPG.rf.cda5a23e63c38e1e905b45b21d036846.txt,8,8,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_00088777_jpeg.rf.1984481de16c77c648137bef94bb0a67,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\00088777_jpeg.rf.1984481de16c77c648137bef94bb0a67.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\00088777_jpeg.rf.1984481de16c77c648137bef94bb0a67.txt,7,7,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Picture14_png.rf.bf1a2fa6d0db4a36f9520da8afa8722b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Picture14_png.rf.bf1a2fa6d0db4a36f9520da8afa8722b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Picture14_png.rf.bf1a2fa6d0db4a36f9520da8afa8722b.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_IMG_8311_JPG.rf.1085ef6136d9b18d986d5f2c8a703845,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\IMG_8311_JPG.rf.1085ef6136d9b18d986d5f2c8a703845.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\IMG_8311_JPG.rf.1085ef6136d9b18d986d5f2c8a703845.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_european-shag-common-shag-in-scotland_jpeg.rf.51e11621b10e5ae7c511920c6e867105,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\european-shag-common-shag-in-scotland_jpeg.rf.51e11621b10e5ae7c511920c6e867105.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\european-shag-common-shag-in-scotland_jpeg.rf.51e11621b10e5ae7c511920c6e867105.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_razorbill55_png.rf.55769d8322e889901caac2035ab05e1a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill55_png.rf.55769d8322e889901caac2035ab05e1a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill55_png.rf.55769d8322e889901caac2035ab05e1a.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115356_0291_Z_JPG.rf.091ac152d2683764530f7d4ed1db9226,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115356_0291_Z_JPG.rf.091ac152d2683764530f7d4ed1db9226.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115356_0291_Z_JPG.rf.091ac152d2683764530f7d4ed1db9226.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_DJI_20220726115304_0265_Z_JPG.rf.2d69c726b6281f13aa7e2aefd4d82a3d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115304_0265_Z_JPG.rf.2d69c726b6281f13aa7e2aefd4d82a3d.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115304_0265_Z_JPG.rf.2d69c726b6281f13aa7e2aefd4d82a3d.txt,11,11,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_yHe3KYi_jpeg.rf.c170aace65a9771a885ffb48b42b9833,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\yHe3KYi_jpeg.rf.c170aace65a9771a885ffb48b42b9833.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\yHe3KYi_jpeg.rf.c170aace65a9771a885ffb48b42b9833.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
test_IMG_855429_jpg.rf.f09b9e665c39000e61993c2f019d4c47,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\IMG_855429_jpg.rf.f09b9e665c39000e61993c2f019d4c47.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\IMG_855429_jpg.rf.f09b9e665c39000e61993c2f019d4c47.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115306_0266_Z_JPG.rf.c49adca8c941f32511fd29f8cc795ecc,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115306_0266_Z_JPG.rf.c49adca8c941f32511fd29f8cc795ecc.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115306_0266_Z_JPG.rf.c49adca8c941f32511fd29f8cc795ecc.txt,16,16,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_razorbill36_png.rf.e2d8e3ca7e952a54f5615c8da83168aa,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill36_png.rf.e2d8e3ca7e952a54f5615c8da83168aa.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill36_png.rf.e2d8e3ca7e952a54f5615c8da83168aa.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-44-55-PM_png.rf.be381d4423bcb38762d9665dea5bb73e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-44-55-PM_png.rf.be381d4423bcb38762d9665dea5bb73e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-44-55-PM_png.rf.be381d4423bcb38762d9665dea5bb73e.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_DJI_20220726115356_0291_Z_JPG.rf.5ce1f5459dca1a431654ee657b45f87d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115356_0291_Z_JPG.rf.5ce1f5459dca1a431654ee657b45f87d.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115356_0291_Z_JPG.rf.5ce1f5459dca1a431654ee657b45f87d.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_razorbill11_png.rf.23c68f182336552b15007900e6dfc5ad,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill11_png.rf.23c68f182336552b15007900e6dfc5ad.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill11_png.rf.23c68f182336552b15007900e6dfc5ad.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_18112483-088B-481D-A7ED-429EB386EDCF_jpeg.rf.496104ad0b3f161b7917b95d3f5a1b7a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\18112483-088B-481D-A7ED-429EB386EDCF_jpeg.rf.496104ad0b3f161b7917b95d3f5a1b7a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\18112483-088B-481D-A7ED-429EB386EDCF_jpeg.rf.496104ad0b3f161b7917b95d3f5a1b7a.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_macareux-groupe-herbe_jpeg.rf.2e76b8314a36cb0475706303593373c7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-groupe-herbe_jpeg.rf.2e76b8314a36cb0475706303593373c7.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-groupe-herbe_jpeg.rf.2e76b8314a36cb0475706303593373c7.txt,16,16,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_IMG_8332_JPG.rf.63f3f4dade0a4306f6976de34db8d423,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\IMG_8332_JPG.rf.63f3f4dade0a4306f6976de34db8d423.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\IMG_8332_JPG.rf.63f3f4dade0a4306f6976de34db8d423.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2020-03-20-at-18-22-15-1920w_png.rf.07c0258a6d0e079d86adc72b7bebfa93,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2020-03-20-at-18-22-15-1920w_png.rf.07c0258a6d0e079d86adc72b7bebfa93.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2020-03-20-at-18-22-15-1920w_png.rf.07c0258a6d0e079d86adc72b7bebfa93.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_86sr8ii_jpeg.rf.1e0f7133a0185dccc9474aba6631bc5e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\86sr8ii_jpeg.rf.1e0f7133a0185dccc9474aba6631bc5e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\86sr8ii_jpeg.rf.1e0f7133a0185dccc9474aba6631bc5e.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_DJI_20220726115638_0372_Z_JPG.rf.4dc5344d610d6463bbcf6a93fdce816e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115638_0372_Z_JPG.rf.4dc5344d610d6463bbcf6a93fdce816e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115638_0372_Z_JPG.rf.4dc5344d610d6463bbcf6a93fdce816e.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_F5A9043-500x750_jpeg.rf.5c7c2c456626c7f0721cc7317c25fda2,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\F5A9043-500x750_jpeg.rf.5c7c2c456626c7f0721cc7317c25fda2.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\F5A9043-500x750_jpeg.rf.5c7c2c456626c7f0721cc7317c25fda2.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
valid_d42jd0_jpg.rf.b6411f953bca79a29627a253254c5d6f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\d42jd0_jpg.rf.b6411f953bca79a29627a253254c5d6f.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\d42jd0_jpg.rf.b6411f953bca79a29627a253254c5d6f.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_northern-gannets-with-chick-nesting-on-scale-nab-part-of-bempton-cliffs-near-flamborough-head_jpeg.rf.fe6f23cf0bbe29871575fc3b39d61fa2,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\northern-gannets-with-chick-nesting-on-scale-nab-part-of-bempton-cliffs-near-flamborough-head_jpeg.rf.fe6f23cf0bbe29871575fc3b39d61fa2.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\northern-gannets-with-chick-nesting-on-scale-nab-part-of-bempton-cliffs-near-flamborough-head_jpeg.rf.fe6f23cf0bbe29871575fc3b39d61fa2.txt,5,0,5,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115342_0284_Z_JPG.rf.54dfd584d1e56d58d0872e072a3e6108,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115342_0284_Z_JPG.rf.54dfd584d1e56d58d0872e072a3e6108.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115342_0284_Z_JPG.rf.54dfd584d1e56d58d0872e072a3e6108.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_razorbill9_png.rf.3eb753e4d7cbef5aa03e24bf425bbef5,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill9_png.rf.3eb753e4d7cbef5aa03e24bf425bbef5.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill9_png.rf.3eb753e4d7cbef5aa03e24bf425bbef5.txt,3,1,2,single,,,,yes,single,,no,a photo containing a single puffin,
train_Picture3_png.rf.d5b7aa72dfb33244883da84748bc0922,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Picture3_png.rf.d5b7aa72dfb33244883da84748bc0922.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Picture3_png.rf.d5b7aa72dfb33244883da84748bc0922.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.83b1846ee9998a61eebc280905a35419,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.83b1846ee9998a61eebc280905a35419.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.83b1846ee9998a61eebc280905a35419.txt,9,8,1,group,,,,yes,group,,no,a photo containing a group of puffins,
train_DJI_20220726115304_0265_Z_JPG.rf.fa87e8a307879d93ccd6a4560e9464c5,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115304_0265_Z_JPG.rf.fa87e8a307879d93ccd6a4560e9464c5.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115304_0265_Z_JPG.rf.fa87e8a307879d93ccd6a4560e9464c5.txt,11,11,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_razorbill14_png.rf.ba898481c906c09b83b0271bc2604400,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill14_png.rf.ba898481c906c09b83b0271bc2604400.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill14_png.rf.ba898481c906c09b83b0271bc2604400.txt,3,2,1,few,,,,yes,few,,no,a photo containing a few puffins,
train_puffins_jpeg.rf.e97ba5ad0fbe3fb03fb83f4d3b4fea92,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\puffins_jpeg.rf.e97ba5ad0fbe3fb03fb83f4d3b4fea92.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\puffins_jpeg.rf.e97ba5ad0fbe3fb03fb83f4d3b4fea92.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Atlantic-Puffin-Fratercula-arctica-UFP2121RM_jpeg.rf.35137508344bad9f8788a47fb552ce9b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Atlantic-Puffin-Fratercula-arctica-UFP2121RM_jpeg.rf.35137508344bad9f8788a47fb552ce9b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Atlantic-Puffin-Fratercula-arctica-UFP2121RM_jpeg.rf.35137508344bad9f8788a47fb552ce9b.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
valid_kittiwake65_png.rf.5ea19b76f35451d37f0d71b7dfec3bea,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\kittiwake65_png.rf.5ea19b76f35451d37f0d71b7dfec3bea.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\kittiwake65_png.rf.5ea19b76f35451d37f0d71b7dfec3bea.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-49-32-PM_png.rf.4751cc3f2a930ccbcea1b580bb3620fa,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-49-32-PM_png.rf.4751cc3f2a930ccbcea1b580bb3620fa.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-49-32-PM_png.rf.4751cc3f2a930ccbcea1b580bb3620fa.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Screenshot-2023-04-10-at-9-35-55-PM_png.rf.584da8680a7c58eff586fe4864ab070f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-9-35-55-PM_png.rf.584da8680a7c58eff586fe4864ab070f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-9-35-55-PM_png.rf.584da8680a7c58eff586fe4864ab070f.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Screenshot-2023-04-10-at-8-47-56-PM_png.rf.d87a19abd2d1cb393a555b40b48d2207,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-47-56-PM_png.rf.d87a19abd2d1cb393a555b40b48d2207.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-47-56-PM_png.rf.d87a19abd2d1cb393a555b40b48d2207.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
test_NzDW6Zs_jpeg.rf.4f30ddfe146ff3d4431ffc2ae79b44df,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\NzDW6Zs_jpeg.rf.4f30ddfe146ff3d4431ffc2ae79b44df.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\NzDW6Zs_jpeg.rf.4f30ddfe146ff3d4431ffc2ae79b44df.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
